date,daily_ret_mean,daily_ret_sum,trades,sentiment
2024-10-07,0.046096776641411485,2.581419491919043,56,1728279000.0
2024-10-08,0.0,0.0,88,1728365400.0
2024-10-09,-0.08222902250398993,-0.2466870675119698,3,1728451800.0
2024-10-10,0.0,0.0,16,1728538200.0
2024-10-11,0.0023683582705468576,0.40972598080460637,173,1728624600.0
2024-10-12,0.0307361495894897,49.05489474482556,1596,1728711000.0
2024-11-01,-0.0005453774812928749,-0.011452927107150374,21,1730439000.0
2024-11-02,0.022215468919317485,0.7553259432567945,34,1730525400.0
2024-11-03,0.04148491220115215,1.7423663124483901,42,1730611800.0
2024-11-04,0.001997155486411823,0.03195448778258917,16,1730698200.0
2024-11-05,0.003969500639528391,0.03572550575575552,9,1730784600.0
2024-11-06,0.011491663845612716,1.4134746530103641,123,1730871000.0
2024-11-07,0.010351711714543226,0.1966825225763213,19,1730957400.0
2024-11-08,0.006781647547980836,0.16275954115154007,24,1731043800.0
2024-11-09,0.0,0.0,1,1731130200.0
2024-11-10,0.014341863065245188,0.37288843969637486,26,1731216600.0
2024-11-11,0.006630895277899576,2.473323938656542,373,1731303000.0
2024-11-12,0.16532199145529797,201.85815156691882,1221,1731389400.0
2024-12-01,-0.005690485972448286,-0.03983340180713801,7,1733031000.0
2024-12-02,-0.004654407836883517,-0.07447052539013627,16,1733117400.0
2024-12-03,0.050136894535879405,0.40109515628703524,8,1733203800.0
2024-12-04,0.008273178287504282,1.0672399990880523,129,1733290200.0
2024-12-05,0.0,0.0,23,1733376600.0
2024-12-06,-0.04820075743360479,-12.242992388135615,254,1733463000.0
2024-12-07,0.04937304243718403,0.9380878063064966,19,1733549400.0
2024-12-08,0.005607737643180995,0.26917140687268776,48,1733635800.0
2024-12-10,0.0037782590767500776,0.037782590767500776,10,1733808600.0
2024-12-11,0.0027886025451458888,0.476851035219947,171,1733895000.0
2024-12-12,0.24189783097449014,467.34660944271496,1932,1733981400.0
2025-01-01,0.012564857559269817,1.2062263256899024,96,1735709400.0
2025-01-02,0.02645512272281911,16.772547806267315,634,1735795800.0
2025-01-03,0.03671447933674878,6.388319404594289,174,1735882200.0
2025-01-04,-0.015648689373158393,-3.0045483596464115,192,1735968600.0
2025-01-05,0.026556362230879406,32.66432554398167,1230,1736055000.0
2025-02-01,0.01767630122087081,6.381144740734362,361,1738387800.0
2025-02-02,0.008697129783437466,11.46281705457058,1318,1738474200.0
2025-02-03,0.02997459253962521,15.946483231080611,532,1738560600.0
2025-02-04,0.05478280027973147,58.946293100991056,1076,1738647000.0
2025-03-01,0.011182326877751508,5.680622053897766,508,1740807000.0
2025-03-02,0.06287324643550332,149.6383265164979,2380,1740893400.0
2025-03-03,0.05577577970414056,82.65970552153631,1482,1740979800.0
2025-03-04,-0.0008717760347461308,-1.5238645087362366,1748,1741066200.0
2025-04-01,0.019559406333337533,7.2565397496682245,371,1743485400.0
2025-04-02,0.01599828040988779,40.18768038963813,2512,1743571800.0
2025-04-03,0.0136584649328654,32.80763276874269,2402,1743658200.0
2025-04-04,9.820238676115697e-05,0.12491343596019167,1272,1743744600.0
2025-05-01,0.02763871348555594,6.60565252304787,239,1746077400.0
2025-05-02,0.010304211212009197,13.364561941975929,1297,1746163800.0
2025-05-03,0.04069255150845258,67.54963550403129,1660,1746163800.0
2025-05-04,0.020051137964836103,7.218409667340998,360,1746163800.0
2025-06-01,0.006306782919851513,3.6137866130749168,573,1746163800.0
2025-06-02,0.0222214300292669,37.843095339841526,1703,1746163800.0
2025-06-03,0.004377485339086027,3.3268888577053803,760,1746163800.0
2025-06-04,0.011110068602892471,11.64335189583131,1048,1746163800.0
2025-07-01,0.03034245456835676,19.328143560043255,637,1746163800.0
2025-07-02,0.005297193785503215,8.0729233291069,1524,1746163800.0
2025-07-03,0.021935892906306893,55.98039869689519,2552,1746163800.0
2025-07-04,-0.0028927500102381566,-8.140198528810172,2814,1746163800.0
2025-08-01,0.02185088142322374,22.703065798729465,1039,1746163800.0
2025-08-02,0.0018617292527240532,1.0704943203163306,575,1746163800.0
2025-08-03,0.02203273552246569,11.65531709138435,529,1746163800.0
2025-08-04,0.00606005930960091,5.7146359289536575,943,1746163800.0
2025-09-01,0.017932267195744363,9.360643476178558,522,1746163800.0
2025-09-02,0.022915603733909665,17.507521252706983,764,1746163800.0
2025-09-03,0.008731330529434702,12.415952012856145,1422,1746163800.0
2025-09-04,-0.007109882830487127,-28.20490518854243,3967,1746163800.0
2025-10-01,0.028416082931343165,23.27277192077005,819,1746163800.0
2025-10-02,0.00790264219780466,7.025448913848342,889,1746163800.0
2025-10-03,0.00015188021691143956,0.4421233114292006,2911,1746163800.0
2025-10-04,0.01342642728870823,28.558010843082407,2127,1746163800.0
2025-11-01,0.0047436960570092414,1.3424659841336153,283,1746163800.0
2025-11-02,-0.018594289905607957,-15.767957839955546,848,1746163800.0
2025-11-03,-0.005425094418925963,-17.826860260590713,3286,1746163800.0
2025-11-04,0.009374559799191723,10.274517539914127,1096,1746163800.0
2025-12-01,0.005680367944793616,3.419581502765757,602,1746163800.0
2025-12-02,0.0030451786478746367,3.1395791859587505,1031,1746163800.0
2025-12-03,0.030111395428077767,119.48201705861258,3968,1746163800.0
2025-12-04,0.012151594352972741,25.627712490419512,2109,1746163800.0
